z (m), u (m/s), V (1/s), T (K), H2, H, O, O2, OH, H2O, HO2, H2O2, C, CH, CH2, CH2(S), CH3, CH4, CO, CO2, HCO, CH2O, CH2OH, CH3O, CH3OH, C2H, C2H2, C2H3, C2H4, C2H5, C2H6, HCCO, CH2CO, HCCOH, N, NH, NH2, NH3, NNH, NO, NO2, N2O, HNO, CN, HCN, H2CN, HCNN, HCNO, HOCN, HNCO, NCO, N2, AR, C3H7, C3H8, CH2CHO, CH3CHO, 
0.0046250000000000006, -0.0013731097710997754, 75.535659417836385, 880.03323255682221, 0.044093644280065493, 2.7246714821477666e-08, 5.0249111197728476e-11, 8.8474486415546859e-05, 2.9858046568164653e-10, 0.097319812353125312, 1.4346625022536401e-06, 9.9139730921512236e-08, 3.5693773113616376e-18, 1.5473880656769134e-16, 7.2147670362975386e-11, 4.3626236230350971e-14, 1.7015993502744966e-06, 0.0096615277758843546, 0.034283705963632484, 0.035845120194222826, 1.4905627110653856e-09, 2.4126277745696927e-05, 2.5898358414120973e-10, 2.3986299651629345e-09, 4.1399328260695577e-06, 1.0834902790557192e-13, 0.021578396606988903, 2.0591722736296376e-07, 0.025907039643214266, 4.9677125262932262e-05, 0.35030599936258899, 1.132775900214326e-09, 8.6576365633219264e-05, 1.3057441229396611e-06, 1.0917320838657996e-12, 3.7008934545669245e-10, 1.4968620738249107e-10, 1.5164692958972743e-05, 4.0144738733268497e-15, 5.4430094331595228e-05, 5.1830822469051239e-06, 1.7535218863328899e-07, 4.5750527316663849e-10, 2.3300241139522428e-15, 6.3695434185801088e-05, 1.2706441195070874e-11, 1.4022539638442872e-15, 1.6869030562303656e-06, 2.4915155754571682e-09, 7.2897761811980981e-06, 4.5415395046991846e-13, 0.37545653792774963, 0.0048382254991672785, 5.4040814468765477e-08, 0.00030404480047222274, 3.3924190780699045e-08, 4.5461006363714272e-07, 
0.0046875000000000007, -0.01119275231196503, 76.990769295108066, 917.91895178181574, 0.04511883362143556, 5.0387063631589379e-08, 6.8941139434129926e-11, 9.3588508016026421e-05, 3.9939154657878857e-10, 0.10138618564027838, 1.5182828756634133e-06, 1.0078070390243137e-07, 1.1873260188895532e-17, 3.803738534261199e-16, 1.0033364919274511e-10, 8.2337355969304894e-14, 2.2870007169422745e-06, 0.010105870295737585, 0.035964964025278018, 0.037841043269800097, 1.667812079429342e-09, 2.5193299889927104e-05, 3.7127709248862374e-10, 2.2997809083620805e-09, 4.3023859708193386e-06, 2.3729910685843006e-13, 0.022734314808690603, 3.01149596211485e-07, 0.027300404415785462, 5.4820730955237161e-05, 0.31913647118980892, 1.7513819709452827e-09, 9.1578033790568904e-05, 1.382494676700005e-06, 1.9592654450658917e-12, 5.3745924048705041e-10, 2.2879176596829124e-10, 1.5828192172358638e-05, 9.0053715148164514e-15, 5.7632655641628791e-05, 4.8635419959741557e-06, 1.8455671610562922e-07, 6.126475884978378e-10, 5.316765784538259e-15, 6.7090707766070249e-05, 1.3368988077719732e-11, 1.864139094835271e-15, 1.7794711320325057e-06, 2.6297334663942421e-09, 7.6925406017411291e-06, 7.6346783604049741e-13, 0.39458145116610016, 0.005077710131989076, 3.8401905458552531e-08, 0.00032201337784022477, 2.6942889215747977e-08, 4.6730820132987355e-07, 
0.0047500000000000007, -0.021620070151883327, 78.313580467659861, 955.72252294993268, 0.04610662384522031, 9.2516660129835782e-08, 9.5832550003217428e-11, 9.8739337465905078e-05, 5.6341320372525629e-10, 0.10527558410712204, 1.5599875485699014e-06, 1.0089871962050551e-07, 4.0389657006348405e-17, 9.4125474888925031e-16, 1.4137587127427449e-10, 1.5452264247483524e-13, 3.2096827812873289e-06, 0.010532346994261659, 0.0375823695671735, 0.039757611427796886, 1.9404413848844994e-09, 2.6144517164063689e-05, 5.1625580392049204e-10, 2.3113456500659264e-09, 4.4467003518150221e-06, 5.6068584313111939e-13, 0.023844643180365301, 4.4025705953869064e-07, 0.02863238922307659, 6.0262689341954721e-05, 0.28916004062078959, 2.7772336446085243e-09, 9.6333974040642957e-05, 1.4564928218565376e-06, 3.4530208003296402e-12, 7.6316269614742275e-10, 3.5330436547026703e-10, 1.646380079104122e-05, 1.9720104293266599e-14, 6.0795290553112057e-05, 4.4648680441860219e-06, 1.9314024939351499e-07, 8.2069569424376669e-10, 1.3047756126727259e-14, 7.0340281436803828e-05, 1.460373110809694e-11, 2.5320931920988022e-15, 1.86807018140303e-06, 2.7628811137087144e-09, 8.0789204150801707e-06, 1.3383402899719015e-12, 0.41300634716845369, 0.0053078995869136345, 2.9783310597902018e-08, 0.00033861041349036926, 2.2455131031139171e-08, 4.7713518024718135e-07, 
0.0048125000000000008, -0.032625958800468653, 79.506098029784724, 993.35347015367483, 0.047057556308887555, 1.6668880300322343e-07, 1.3416594585009948e-10, 0.00010394918911982674, 8.3994630537088055e-10, 0.1089901666328752, 1.5552299763418257e-06, 9.913636691878385e-08, 1.3370293644874943e-16, 2.3111087284831558e-15, 2.0121114517144976e-10, 2.8854448382582085e-13, 4.659604230305688e-06, 0.010940163364737576, 0.039133942848586172, 0.041591075214567556, 2.3301860226876801e-09, 2.6962199512127644e-05, 6.993210594686324e-10, 2.4087045543031606e-09, 4.5721721764608875e-06, 1.3968056095202071e-12, 0.02490769507787334, 6.3968589492930331e-07, 0.029896476307329643, 6.6012206259532543e-05, 0.26042356237776193, 4.461437848881493e-09, 0.00010082533740464696, 1.5279720511359625e-06, 5.9268191966844516e-12, 1.0587643203189755e-09, 5.4642425933102411e-10, 1.7071499589719711e-05, 4.1734657427791478e-14, 6.3901706639934498e-05, 4.0024799465309373e-06, 2.0102202369328971e-07, 1.0923170476035574e-09, 3.2657898856020367e-14, 7.3440610371225786e-05, 1.6313773599409458e-11, 3.5215375372191877e-15, 1.9524859922549196e-06, 2.8911610587091709e-09, 8.4481243550033178e-06, 2.3950299763815065e-12, 0.43069669081244283, 0.0055285279222058083, 2.5114362658525082e-08, 0.00035361003234822173, 1.9705824023213704e-08, 4.8423944295432882e-07, 
0.0048750000000000009, -0.044179168572784817, 80.571418513480907, 1030.738133947508, 0.047971410985376883, 2.9317784055856808e-07, 1.8872393665512138e-10, 0.00010924699941037334, 1.320122272553661e-09, 0.11253327250113088, 1.5037178177179843e-06, 9.5169437720663368e-08, 4.3008602402643834e-16, 5.6110602540743152e-15, 2.8961900217573991e-10, 5.3934652036357535e-13, 6.9308413502928041e-06, 0.011328422528621013, 0.040618575977438592, 0.043339104297599525, 2.871802291463534e-09, 2.7625549021259811e-05, 9.2938434671969099e-10, 2.5712372876307492e-09, 4.6779471955747982e-06, 3.5497859194506428e-12, 0.025922560936453388, 9.2170563086526246e-07, 0.031083693970778585, 7.2086750915465632e-05, 0.2329614836486833, 7.1961292449403424e-09, 0.00010503490056187388, 1.5975096493200054e-06, 9.8718942270040917e-12, 1.4357109141346434e-09, 8.4195853921220432e-10, 1.7651436366240116e-05, 8.5053662509996049e-14, 6.6933841182580423e-05, 3.4955856827097806e-06, 2.0811820710430914e-07, 1.4382531714210447e-09, 8.0535568851258521e-14, 7.6390255561948779e-05, 1.847208679420427e-11, 5.024307010534493e-15, 2.0325580820128808e-06, 3.0152441369626286e-09, 8.7996026523285229e-06, 4.3081127167512033e-12, 0.44762921234241915, 0.0057394559453165473, 2.2940142139656865e-08, 0.00036672939726960723, 1.8031854908653743e-08, 4.8869524642329835e-07, 
0.0049375000000000009, -0.056247065060620362, 81.513427517048669, 1067.8172280976385, 0.048846779278397916, 5.0258420611737002e-07, 2.6662111616460631e-10, 0.00011466975481058826, 2.1772287924709929e-09, 0.11590913549900628, 1.4098788009740799e-06, 8.8805863535956789e-08, 1.3487268693762075e-15, 1.3525266721789915e-14, 4.2382022312315796e-10, 1.0202267771048783e-12, 1.0475507239838056e-05, 0.011695921118373982, 0.042035895861154353, 0.045000579331935332, 3.615051126262028e-09, 2.8111137841877929e-05, 1.2202594116809223e-09, 2.7812123910947072e-09, 4.7631765114583757e-06, 8.9537709041731127e-12, 0.026888970570432397, 1.3165216876618426e-06, 0.032180749177039267, 7.8509727376873119e-05, 0.20680045475572131, 1.1578526627125989e-08, 0.00010894601951624833, 1.6661936778146022e-06, 1.5923738170069608e-11, 1.9046859961583639e-09, 1.2886326817700427e-09, 1.8203843631830025e-05, 1.668835120780326e-13, 6.9872474782484308e-05, 2.9662409755496784e-06, 2.1434187261575202e-07, 1.8688516457068664e-09, 1.9221835440253711e-13, 7.9189496335332199e-05, 2.1102607934975073e-11, 7.3882087293566536e-15, 2.1081680103215123e-06, 3.1365077890254247e-09, 9.1329918168374721e-06, 7.7064067537600676e-12, 0.4637905581845716, 0.0059406512627417623, 2.2602435523547921e-08, 0.00037759759983776791, 1.7051353739283032e-08, 4.9052555504930288e-07, 
0.0050000000000000001, -0.068796763278667322, 82.33655358659334, 1104.5543660031503, 0.04968052228031828, 8.4039494239528625e-07, 3.7853530346844944e-10, 0.00012026452330879651, 3.7495019733673053e-09, 0.11912265594094734, 1.282536744748233e-06, 8.0104880580861476e-08, 4.1419071516441439e-15, 3.2701453653328157e-14, 6.3632356930977238e-10, 1.982150914542309e-12, 1.5980195108125121e-05, 0.012040861004719808, 0.043386141793301768, 0.046575408937349093, 4.6272516821167669e-09, 2.8394322064060899e-05, 1.5916643896489944e-09, 3.0218605840483847e-09, 4.8272802666440361e-06, 2.2053646643229065e-11, 0.027807129020295734, 1.8651143712814539e-06, 0.033167794833261009, 8.5295887818598033e-05, 0.1819643154195337, 1.8501705421384377e-08, 0.00011254195850984435, 1.7358811170978268e-06, 2.4845470058148295e-11, 2.4750230411421643e-09, 1.9563983201945007e-09, 1.872894880033486e-05, 3.158955386934481e-13, 7.2698342444200235e-05, 2.4379169364340447e-06, 2.1960379387360424e-07, 2.3936132756329265e-09, 4.4113058944299389e-13, 8.1840000003676925e-05, 2.4278207253894831e-11, 1.1293079111269707e-14, 2.1792274355495197e-06, 3.2574074931590069e-09, 9.4480651350705956e-06, 1.3622029004946083e-11, 0.47917604945766362, 0.0061321710002627695, 2.3875269632199372e-08, 0.00038571716311421364, 1.6574811865579618e-08, 4.8971859818078941e-07, 
0.0050624999999999993, -0.081796481298678198, 83.045568773398031, 1140.9439181546218, 0.050467132419537632, 1.3736960864133405e-06, 5.40564827681075e-10, 0.00012609136683450854, 6.708864771602671e-09, 0.12217923547204325, 1.1337148028604196e-06, 6.9474554750762242e-08, 1.2523087970470691e-14, 8.0488307268527585e-14, 9.9254160383181044e-10, 4.0185331627256075e-12, 2.4462464414632673e-05, 0.012360440988052456, 0.04467006337172854, 0.048064380597010709, 5.9962962135497285e-09, 2.8451929307170868e-05, 2.0706171582889928e-09, 3.2762386188546848e-09, 4.8703534469211525e-06, 5.2677066539158215e-11, 0.02867749697699732, 2.6225869197504506e-06, 0.034015976595495233, 9.241726259466027e-05, 0.1584792581585299, 2.9281785972658867e-08, 0.00011580531294342983, 1.8095867894787507e-06, 3.7488395303372886e-11, 3.1541890652003267e-09, 2.945751469327521e-09, 1.9226871154843706e-05, 5.7879084001229401e-13, 7.5393705630082361e-05, 1.9336435375834544e-06, 2.2381416209954787e-07, 3.020735162928329e-09, 9.7313822807472507e-13, 8.4344552622532984e-05, 2.8125505798057232e-11, 1.8156453242162334e-14, 2.2456661342356756e-06, 3.3820335813366668e-09, 9.7446922460830508e-06, 2.3722461157814576e-11, 0.49378863686437613, 0.0063141480468540687, 2.6802305296087423e-08, 0.00039041875176520625, 1.6509304679264559e-08, 4.862345043773731e-07, 
0.0051249999999999993, -0.095217052334944499, 83.64543128176436, 1177.0184705638089, 0.051198035046149899, 2.2008440307576053e-06, 7.7693993108084972e-10, 0.00013222726647349909, 1.2400749227744732e-08, 0.12508467060037556, 9.7671847462230303e-07, 5.7688705818296756e-08, 3.7497619182632758e-14, 2.0496381070411844e-13, 1.6306258242866323e-09, 8.5983763347639804e-12, 3.7370312290296815e-05, 0.012650287477922399, 0.045888838730349719, 0.049469047421363113, 7.8327519984114973e-09, 2.8266470292560778e-05, 2.6940411576041906e-09, 3.5272102760799148e-09, 4.8937458011701298e-06, 1.2189149545897755e-10, 0.029500463141167145, 3.6612927853053723e-06, 0.034685017870900392, 9.9748672226859187e-05, 0.13637895503303402, 4.583081124824359e-08, 0.00011871747228676115, 1.8920596569889271e-06, 5.4751824508947168e-11, 3.9473961041371035e-09, 4.4013991161678181e-09, 1.9697495584806409e-05, 1.03033426555845e-12, 7.7944231635698115e-05, 1.4739215150083782e-06, 2.2688529308609644e-07, 3.7566101748112369e-09, 2.0692040641979357e-12, 8.670684246972291e-05, 3.2829084857956519e-11, 3.1088958025775091e-14, 2.3074206336997084e-06, 3.5169241282261462e-09, 1.0022809955134309e-05, 4.0671769802994104e-11, 0.50763807725097643, 0.0064867809125360226, 3.1612574620553883e-08, 0.00039081536292852998, 1.6807305547162393e-08, 4.8000472982381012e-07, 
0.0051874999999999994, -0.1090336059099859, 84.141164741318306, 1212.8566533938961, 0.051860897019119431, 3.4649508691796775e-06, 1.1238765681602176e-09, 0.00013877111849920284, 2.3519285527144167e-08, 0.12784509747004297, 8.2389730959835132e-07, 4.5776613596388135e-08, 1.1183120090209722e-13, 5.4665257571337055e-13, 2.8503921773380702e-09, 1.9434952047209941e-11, 5.6648063891175042e-05, 0.012903696183722979, 0.047044010723630833, 0.050791650172860685, 1.0269641299115676e-08, 2.7831983052503077e-05, 3.5136981030237684e-09, 3.7591034341240464e-09, 4.9008265108346412e-06, 2.737942249888131e-10, 0.030275826255017256, 5.0723589693110818e-06, 0.035121278837418335, 0.0001070050270432978, 0.11570927001862207, 7.0881586825988195e-08, 0.00012125821867434715, 1.9906244782784546e-06, 7.7596257520375601e-11, 4.8575911625755995e-09, 6.5320537314331999e-09, 2.0140308693488398e-05, 1.7884546393014039e-12, 8.0340937461839893e-05, 1.0746967444415633e-06, 2.2873540120706881e-07, 4.6053927311390396e-09, 4.2576528901188807e-12, 8.8931279669093947e-05, 3.8633246868939617e-11, 5.7151946317178684e-14, 2.3644250591400549e-06, 3.6722280155987193e-09, 1.0282406015024662e-05, 6.8690342242255327e-11, 0.52074033218392335, 0.0066503270206839512, 3.8656134438480504e-08, 0.000385775387546873, 1.7440450944388721e-08, 4.7092610989656644e-07, 
0.0052499999999999995, -0.12322732046938376, 84.537768616338624, 1248.5903303999335, 0.052439055765282822, 5.3724163454257754e-06, 1.6350081660155265e-09, 0.00014584978885754087, 4.5432831994185913e-08, 0.13046698057836636, 6.8468021546073065e-07, 3.479235809462741e-08, 3.3371747853137936e-13, 1.5307184116059396e-12, 5.3053111165474885e-09, 4.5887733015565296e-11, 8.4716076692338549e-05, 0.013110700842639813, 0.048137437687313718, 0.052035073579373148, 1.3460044258129726e-08, 2.7161285583634824e-05, 4.605980299214168e-09, 3.9605723056182314e-09, 4.8978822619787128e-06, 5.9907713100696346e-10, 0.03100196876648622, 6.9637338904192803e-06, 0.035256991058525526, 0.00011369509343452432, 0.096531850283150991, 1.0826607173266691e-07, 0.00012340568721050922, 2.1163894252820665e-06, 1.0719798501522155e-10, 5.8864554865201607e-09, 9.6389027831049914e-09, 2.0554177831683508e-05, 3.0367144902308997e-12, 8.2581906852248379e-05, 7.4575198690900857e-07, 2.292935085165599e-07, 5.5690679928474737e-09, 8.5141533251409801e-12, 9.1022828670144897e-05, 4.5842529442976001e-11, 1.1259797160361551e-13, 2.4166069279723029e-06, 3.8633381443383564e-09, 1.0523516924271402e-05, 1.1441779066792416e-10, 0.53311718108909645, 0.0068050992035483112, 4.8322480161562126e-08, 0.00037395513024193251, 1.8384053559401749e-08, 4.5885092877234115e-07, 
0.0053124999999999995, -0.1377870441648669, 84.840154880756728, 1284.4095113945325, 0.052911233839853695, 8.2185531090120724e-06, 2.3891106619745102e-09, 0.00015362520588584904, 8.8762895462517843e-08, 0.13295713589761182, 5.6450035567878168e-07, 2.554520468080523e-08, 9.9859807256371167e-13, 4.4567185765493416e-12, 1.0394299931022735e-08, 1.1102543256346554e-10, 0.0001243073709925547, 0.013257065789448083, 0.049171252960983965, 0.053202834663651388, 1.7575854106274571e-08, 2.629391483140294e-05, 6.0914318895491455e-09, 4.1268240172185292e-09, 4.894980522460077e-06, 1.2820414274475121e-09, 0.031674566894794358, 9.4525377516684309e-06, 0.0350116777074563, 0.00011911758610289918, 0.078925492999179128, 1.6323777065316784e-07, 0.0001251370911280863, 2.2859395302878815e-06, 1.4535973198919253e-10, 7.0375463873572822e-09, 1.4156291708162588e-08, 2.0937046811093114e-05, 5.057713058664206e-12, 8.4673488937672963e-05, 4.8987968492084166e-07, 2.2850546840821336e-07, 6.6488233377012417e-09, 1.6617828571460514e-11, 9.2986819884460786e-05, 5.4822308877137849e-11, 2.3449508381029742e-13, 2.4638920987407877e-06, 4.1131437373847252e-09, 1.0746237806246405e-05, 1.8822145322709016e-10, 0.54479602144493078, 0.0069514649639587358, 6.0904659548687782e-08, 0.00035395331216016475, 1.9606366307256868e-08, 4.4357601191611652e-07, 
0.0053749999999999996, -0.15271046983981157, 85.053106584168873, 1320.5628931285598, 0.053251738801629374, 1.2419881230807761e-05, 3.5010632174909761e-09, 0.0001623025738778124, 1.7424212762518805e-07, 0.13532277507249693, 4.6493887375942578e-07, 1.841496585833481e-08, 2.9917913532834515e-12, 1.3209566295255957e-11, 2.096487809773269e-08, 2.6931466492504154e-10, 0.00017811321131935628, 0.013323409267901725, 0.050147823491655315, 0.054299098994650151, 2.281282965577695e-08, 2.5303563141751497e-05, 8.1693677106467095e-09, 4.2601060742763965e-09, 4.9064575406991927e-06, 2.6927978623102162e-09, 0.032284657438790894, 1.2649033714013794e-05, 0.034296983442676093, 0.00012242972859679939, 0.062983875027510877, 2.4278806846024292e-07, 0.0001264308842497832, 2.5236392202116475e-06, 1.9532709167892479e-10, 8.3232010861526184e-09, 2.0708352730534371e-08, 2.1285514251045759e-05, 8.2805926043107959e-12, 8.6630772077393001e-05, 3.0311612270110986e-07, 2.2634090251096454e-07, 7.8489038796054538e-09, 3.1757600205006465e-11, 9.4828693983679843e-05, 6.5989030668929037e-11, 5.0340795206310871e-13, 2.5062262659724227e-06, 4.4550857363481401e-09, 1.0950736223963548e-05, 3.0600659028465789e-10, 0.55580980035726879, 0.0070898477515934678, 7.6359587540030012e-08, 0.00032465270954446196, 2.1059929970433487e-08, 4.2483804398885382e-07, 
0.0054062499999999996, -0.16031348448456431, 85.12719364737687, 1338.8831929879789, 0.053361950293555269, 1.5248009593305178e-05, 4.2530911396029644e-09, 0.00016711688715799112, 2.4521601663374478e-07, 0.13646935049446979, 4.2225571976502582e-07, 1.5611438747228376e-08, 5.5005240845906713e-12, 2.3074706776076612e-11, 3.0196074780218722e-08, 4.2094938064830933e-10, 0.00021145140467441426, 0.013316645595008584, 0.050618689078083166, 0.054825657309086062, 2.5995821279307777e-08, 2.4801003040034396e-05, 9.5672249322722013e-09, 4.321883783850411e-09, 4.924725230749115e-06, 3.8948024978809082e-09, 0.032561676570516944, 1.4568182271899424e-05, 0.033723622672451783, 0.00012310946734281797, 0.055631819847670731, 2.9567330776286501e-07, 0.00012690822993197034, 2.6830362307646161e-06, 2.2738519374376329e-10, 9.034757334120277e-09, 2.5125594306752263e-08, 2.1445797081218014e-05, 1.0565999042932221e-11, 8.7574084883457412e-05, 2.3196263149990993e-07, 2.247226974411219e-07, 8.5060367367322806e-09, 4.3810655249592249e-11, 9.5711465846647911e-05, 7.2744781615438441e-11, 7.5302407932123543e-13, 2.5256528361700904e-06, 4.6811034723761221e-09, 1.1046833329088254e-05, 3.9106862515825485e-10, 0.56111652368251075, 0.007156665969437797, 8.5145954316034695e-08, 0.00030620049811221046, 2.1899214565835256e-08, 4.1395042295610699e-07, 
0.0054374999999999996, -0.16801075694834644, 85.180410903284866, 1357.4051738102878, 0.053427562434689213, 1.866660761339316e-05, 5.167039633705405e-09, 0.00017226462975649442, 3.4478212161339152e-07, 0.13758706123046141, 3.8418978026402604e-07, 1.3288818613194307e-08, 9.8871959795817811e-12, 4.0109527357936602e-11, 4.338930911155522e-08, 6.5356922709899739e-10, 0.00024908349978337662, 0.013279507941228385, 0.051075864405680495, 0.055335769801138197, 2.9575131102446759e-08, 2.4314501016511303e-05, 1.1271479653792096e-08, 4.3780920436762794e-09, 4.953795780417258e-06, 5.6122961131747763e-09, 0.032815449293145782, 1.6692570509657222e-05, 0.032998886247409862, 0.0001229163542509054, 0.04874342422929321, 3.5861077932013608e-07, 0.00012726836547022227, 2.8746638033422948e-06, 2.6546528822224496e-10, 9.796638536598888e-09, 3.0446671364566063e-08, 2.1595007161647857e-05, 1.3431124024593246e-11, 8.8492848002596277e-05, 1.7445492626629944e-07, 2.227576719974572e-07, 9.2003271376389857e-09, 6.0170142509412138e-11, 9.6564803094093538e-05, 8.0263895812892924e-11, 1.1223647904489054e-12, 2.5438178139015783e-06, 4.950890775008067e-09, 1.1138348574109053e-05, 4.9822037929372093e-10, 0.56626791641123675, 0.0072216271858655777, 9.4304261716596771e-08, 0.00028538838525275008, 2.2766733525139366e-08, 4.0205675965759481e-07, 
0.0054687499999999997, -0.17580440344949363, 85.213322719004225, 1376.1725662807953, 0.053444544932473241, 2.279856151182683e-05, 6.2791543813530403e-09, 0.00017779026183698297, 4.8449566578075551e-07, 0.13867697487931516, 3.5034851434222515e-07, 1.1392900827645008e-08, 1.767814620942309e-11, 6.9469146447638991e-11, 6.2212100973417496e-08, 1.008183001802111e-09, 0.00029105060040880205, 0.013207990236590361, 0.05151969035503725, 0.055830187484044475, 3.3615378996069779e-08, 2.3865197915973252e-05, 1.3376875662438358e-08, 4.4314043287698694e-09, 4.9961872863072946e-06, 8.0651468533563112e-09, 0.033042035775943092, 1.902179782084217e-05, 0.032114466772996939, 0.00012174226882634134, 0.042330514721456734, 4.3332640609666103e-07, 0.00012751109200976197, 3.1055795416567396e-06, 3.1163958535266745e-10, 1.0620328403352726e-08, 3.6866304224330447e-08, 2.1731978388151365e-05, 1.7019287447757717e-11, 8.9391391058681028e-05, 1.2890205486265198e-07, 2.2045192095969873e-07, 9.936374665503416e-09, 8.2388689269059156e-11, 9.7389228037000197e-05, 8.8658450014577589e-11, 1.6697883978192502e-12, 2.5607365047562735e-06, 5.2741387026192783e-09, 1.1225307838583351e-05, 6.3351799956040612e-10, 0.57126985449759116, 0.0072848035398023541, 1.0358022418649718e-07, 0.00026241844592907133, 2.3651238688328448e-08, 3.8911347715180067e-07, 
0.0054999999999999997, -0.1836969254881454, 85.226483022168608, 1395.2301832074504, 0.053408880855947201, 2.7786590039962508e-05, 7.634039953282482e-09, 0.00018374351579402874, 6.8026685258198808e-07, 0.13974018535208524, 3.2033555603272585e-07, 9.8638797772114798e-09, 3.1570991783824681e-11, 1.1975395134516615e-10, 8.8879209916448623e-08, 1.543832091398189e-09, 0.00033723346333473672, 0.013097875475071359, 0.051950500707666644, 0.056309712223367774, 3.8198129575579025e-08, 2.3476699774745176e-05, 1.6005101926225458e-08, 4.4853105356771252e-09, 5.0542121331925616e-06, 1.1562871144960894e-08, 0.033236499519725543, 2.1546962552907883e-05, 0.031064359528057126, 0.00011950739480278653, 0.036403390376243877, 5.2172242995215202e-07, 0.00012763782596961535, 3.3840859899402521e-06, 3.6888479234210422e-10, 1.1522200705391133e-08, 4.4615937391544458e-08, 2.1855290291709978e-05, 2.1504606732989249e-11, 9.0274528120755376e-05, 9.3567949086730067e-08, 2.1781445318245595e-07, 1.0720998970574158e-08, 1.1253369570730825e-10, 9.8185150242515365e-05, 9.8047801977761777e-11, 2.4765574702472886e-12, 2.5764415653126093e-06, 5.6623610033903641e-09, 1.1307727124387438e-05, 8.0443829193218896e-10, 0.57612853395987362, 0.00734627083091765, 1.1261589688529803e-07, 0.00023762308432286934, 2.4538633519531004e-08, 3.750841296521206e-07, 
0.0055312499999999997, -0.19169110218982893, 85.22043545965731, 1414.6229947893996, 0.053316650698704768, 3.379826058812522e-05, 9.2873165671588376e-09, 0.00019018008586923598, 9.540442319028083e-07, 0.14077780978962959, 2.9377544030210839e-07, 8.6423495083100098e-09, 5.6352192782807791e-11, 2.0520530218224906e-10, 1.2633252181816718e-07, 2.3446356139678464e-09, 0.00038731380284700261, 0.012944843480909176, 0.052368613212971843, 0.056775198369718921, 4.3430586552536314e-08, 2.3174727354710501e-05, 1.9312611326494733e-08, 4.544442075447364e-09, 5.1297303062518642e-06, 1.6541520946480908e-08, 0.033392755311950809, 2.4247595488276765e-05, 0.029845609311189746, 0.00011615327549353052, 0.030970106009430707, 6.2589198707136979e-07, 0.00012765208822297435, 3.7198525899102902e-06, 4.4154100401480704e-10, 1.2525038739539422e-08, 5.3970250225316461e-08, 2.1963220818531412e-05, 2.7099607572642476e-11, 9.1147562800425661e-05, 6.6750373091135943e-08, 2.1485738581619893e-07, 1.1563653092218977e-08, 1.5338828943528205e-10, 9.8952828647104219e-05, 1.085734663837579e-10, 3.6561448958337879e-12, 2.590988471407602e-06, 6.1291896391220612e-09, 1.1385603584932987e-05, 1.0203071116029765e-09, 0.58085044808491171, 0.0074061083400696797, 1.2094940092680556e-07, 0.00021146950268630937, 2.5410746121247817e-08, 3.5994494013659534e-07, 
0.0055624999999999997, -0.19978985704793731, 85.195713612637846, 1434.3950565565285, 0.053164125925195059, 4.1029210733619116e-05, 1.1309357228806228e-08, 0.00019716242258002579, 1.3359154929230284e-06, 0.14179098274416241, 2.7032789945264145e-07, 7.6737612561845653e-09, 1.0050233493627621e-10, 3.4911032478100481e-10, 1.7841967084045987e-07, 3.528462783245822e-09, 0.00044073940966297856, 0.012744617434164027, 0.052774317547472895, 0.057227553839543074, 4.9455704896609291e-08, 2.298657049870673e-05, 2.3497801774902089e-08, 4.6150183301099413e-09, 5.2238448047144911e-06, 2.3611961411317807e-08, 0.033503426111083694, 2.7088875640389525e-05, 0.02845909135366307, 0.00011164908428079648, 0.026035681336787405, 7.4813224525596844e-07, 0.00012756004642470138, 4.1239871656182033e-06, 5.3602202117074747e-10, 1.3659907452801799e-08, 6.5253865828513032e-08, 2.2053693417149028e-05, 3.4062410816233089e-11, 9.2016312281375734e-05, 4.6847405854316771e-08, 2.1159610877395545e-07, 1.2477018804561631e-08, 2.0869393087935913e-10, 9.969232618011324e-05, 1.2041548128388883e-10, 5.3647522691149725e-12, 2.6044623837493694e-06, 6.6906878858941634e-09, 1.1458904331979692e-05, 1.2927644962084785e-09, 0.58544235142105694, 0.007464398483073802, 1.2802581905999462e-07, 0.00018455103101369164, 2.6245551687576703e-08, 3.4369172076398541e-07, 
