z (m), u (m/s), V (1/s), T (K), H2, H, O, O2, OH, H2O, HO2, H2O2, AR, 
0.1859375, 0.43722125093, 19.4578033956, 1524.19854259, 0.0100901943606, 0.00604032951012, 0.00176765527421, 0.0151247343839, 0.00345449943625, 0.186733215543, 4.92467614707e-07, 7.49500648655e-08, 0.776788804074, 
0.1875, 0.362920318053, 18.6546092213, 1469.27570869, 0.0096528837321, 0.00594601527204, 0.00160497109899, 0.0146354241743, 0.00297584560248, 0.188204755241, 5.25226595409e-07, 9.61038727375e-08, 0.776979483548, 
0.1890625, 0.291945300933, 17.6468137982, 1406.8261057, 0.00918114612367, 0.00586535092004, 0.00143143379977, 0.014081922024, 0.00247976477844, 0.189787506406, 5.6488373274e-07, 1.26146964962e-07, 0.777172184917, 
0.190625, 0.22539315431, 16.3993885021, 1336.00739348, 0.00868396610564, 0.00579513529494, 0.00124677521102, 0.0134723508793, 0.00197695744698, 0.191458381482, 6.14221835391e-07, 1.64232817774e-07, 0.777365655126, 
0.1921875, 0.164500803616, 14.8703013954, 1255.72570499, 0.0081845389886, 0.00572669513294, 0.00105159102337, 0.0128322206735, 0.00148300051777, 0.193164506655, 6.79329368471e-07, 1.97654747764e-07, 0.777556570025, 
0.19375, 0.110659330064, 13.0071035938, 1164.4570651, 0.00772294866571, 0.00564512877116, 0.000847193496719, 0.0122081971775, 0.00102043378976, 0.194815979351, 7.73009595496e-07, 1.98838386456e-07, 0.7777391469, 
0.19453125, 0.0868237573094, 11.9283580502, 1114.04561065, 0.00752808889843, 0.00559514354695, 0.000743203494011, 0.0119325840947, 0.000814101915745, 0.195562841055, 8.38323289359e-07, 1.83754839121e-07, 0.777823014917, 
0.1953125, 0.06534849616, 10.7368622705, 1059.91264514, 0.00736024538777, 0.00553652545594, 0.000636819079195, 0.0116835642853, 0.000629384708803, 0.196250468234, 9.22064735722e-07, 1.61549876085e-07, 0.777901909234, 
0.19609375, 0.0464637325848, 9.41897864379, 1001.52895944, 0.00722305816329, 0.00546879319747, 0.000527966521269, 0.0114657852231, 0.000473053623476, 0.19686525527, 1.03199798544e-06, 1.3905187379e-07, 0.777974916952, 
0.196875, 0.0304151612793, 7.9573065679, 938.167585485, 0.00711778744725, 0.00539302310714, 0.000417456078394, 0.0112811346396, 0.000351841421437, 0.197396369872, 1.18057169811e-06, 1.25720139288e-07, 0.778041081142, 
0.19765625, 0.0174654401216, 6.32860900338, 868.769419381, 0.00704350652335, 0.00531208238965, 0.000308883278138, 0.0111279007458, 0.000272441461669, 0.197834671781, 1.3892083858e-06, 1.35625549397e-07, 0.778098988987, 
0.1984375, 0.00789573273502, 4.49992817372, 791.679991224, 0.00699799282497, 0.00523134176815, 0.000210959603634, 0.0110021167704, 0.0002404170083, 0.198169126332, 1.69907355743e-06, 1.92910029357e-07, 0.778146153709, 
0.19921875, 0.00200514465571, 2.42041376646, 704.073351855, 0.0069785336096, 0.00516204871035, 0.000138912818399, 0.0109056791287, 0.000254068003214, 0.198380039362, 2.20381470302e-06, 3.29212489719e-07, 0.778178185341, 
0.199609375, 0.000492628573578, 1.26112914836, 654.62653197, 0.00697614962873, 0.00514341275338, 0.000121627729406, 0.0108806336142, 0.000264760160211, 0.198424916158, 2.58689868e-06, 3.95020502306e-07, 0.778185518037, 
0.2, 0.0, 0.0, 600.0, 0.00697614408525, 0.00514340830921, 0.000121627684717, 0.0108806308053, 0.000264760010245, 0.198424823477, 2.58689774767e-06, 3.95020293609e-07, 0.778185623711, 
