TITLE     = "kinetics example 1: constant-pressure ignition"
VARIABLES = 
"time (s)"
"Temperature (K)"
"Density (kg/m3)"
"Pressure (Pa)"
"H2"
"H"
"O"
"O2"
"OH"
"H2O"
"HO2"
"H2O2"
"C"
"CH"
"CH2"
"CH2(S)"
"CH3"
"CH4"
"CO"
"CO2"
"HCO"
"CH2O"
"CH2OH"
"CH3O"
"CH3OH"
"C2H"
"C2H2"
"C2H3"
"C2H4"
"C2H5"
"C2H6"
"HCCO"
"CH2CO"
"HCCOH"
"N"
"NH"
"NH2"
"NH3"
"NNH"
"NO"
"NO2"
"N2O"
"HNO"
"CN"
"HCN"
"H2CN"
"HCNN"
"HCNO"
"HOCN"
"HNCO"
"NCO"
"N2"
"AR"
"C3H7"
"C3H8"
"CH2CHO"
"CH3CHO"
ZONE T="zone1"
 I=101,J=1,K=1,F=POINT
DT=(  SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE )
0.00021 1001.12 0.257521 101325 0.285686 5.93194e-06 6.50745e-07 0.142834 2.40278e-07 2.25785e-05 1.38562e-05 1.07369e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.45464e-17 5.42721e-15 4.60415e-16 1.05957e-15 1.96874e-12 1.58899e-14 5.14155e-17 1.47946e-12 5.38659e-16 0 0 0 0 0 0 0 0 0.571437 0 0 0 0 0 
0.00022 1001.2 0.257502 101325 0.285668 9.69544e-06 1.06139e-06 0.14282 4.14987e-07 3.71252e-05 2.10959e-05 1.93478e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.12535e-17 1.40959e-14 1.18248e-15 2.66024e-15 3.21859e-12 4.08362e-14 1.93457e-16 2.35038e-12 1.37101e-15 0 0 0 0 0 0 0 0 0.571442 0 0 0 0 0 
0.00023 1001.35 0.257469 101325 0.285638 1.63056e-05 1.77965e-06 0.142798 7.52948e-07 6.29568e-05 3.17456e-05 3.6043e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.76254e-16 3.82146e-14 3.15246e-15 6.85702e-15 5.41531e-12 1.09213e-13 7.31681e-16 3.78877e-12 3.60087e-15 0 0 0 0 0 0 0 0 0.571451 0 0 0 0 0 
0.00024 1001.62 0.257405 101325 0.285582 2.85791e-05 3.10634e-06 0.142761 1.45519e-06 0.000111567 4.67197e-05 6.86571e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.37592e-15 1.10259e-13 8.87647e-15 1.83946e-14 9.49932e-12 3.10614e-13 2.7723e-15 6.24654e-12 9.88464e-15 0 0 0 0 0 0 0 0 0.571465 0 0 0 0 0 
0.00025 1002.18 0.257273 101325 0.285474 5.29961e-05 5.73124e-06 0.142696 3.01899e-06 0.000209627 6.58193e-05 1.30314e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.85288e-15 3.46346e-13 2.69593e-14 5.23354e-14 1.76449e-11 9.69488e-13 1.03703e-14 1.06573e-11 2.87144e-14 0 0 0 0 0 0 0 0 0.571491 0 0 0 0 0 
0.00026 1003.4 0.256984 101325 0.285248 0.000105243 1.13275e-05 0.142578 6.6506e-06 0.000421364 8.53784e-05 2.35052e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.28751e-14 1.20341e-12 8.97982e-14 1.61409e-13 3.51685e-11 3.45475e-12 3.67488e-14 1.91155e-11 8.83487e-14 0 0 0 0 0 0 0 0 0.571541 0 0 0 0 0 
0.00027 1006.13 0.256332 101325 0.284752 0.000223695 2.40376e-05 0.142341 1.50321e-05 0.000898577 9.75882e-05 3.76905e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.14628e-13 4.55215e-12 3.24281e-13 5.45963e-13 7.53654e-11 1.45297e-11 1.14625e-13 3.6685e-11 2.78119e-13 0 0 0 0 0 0 0 0 0.571645 0 0 0 0 0 
0.00028 1012.32 0.254865 101325 0.283618 0.000504674 5.44634e-05 0.141822 3.44784e-05 0.00199247 0.000100047 5.08033e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.51562e-12 1.76094e-11 1.1858e-12 1.97244e-12 1.73174e-10 7.25023e-11 3.09824e-13 7.65251e-11 8.31267e-13 0 0 0 0 0 0 0 0 0.57187 0 0 0 0 0 
0.00029 1026.77 0.251508 101325 0.280842 0.00124126 0.000135684 0.140565 8.53353e-05 0.00463527 9.86477e-05 5.49251e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.08684e-11 6.70992e-11 4.00123e-12 7.08877e-12 4.4406e-10 4.33434e-10 8.17382e-13 1.78578e-10 2.35015e-12 0 0 0 0 0 0 0 0 0.572391 0 0 0 0 0 
0.0003 1064.75 0.243114 101325 0.272609 0.00375012 0.000424118 0.136891 0.000263719 0.0122101 9.42414e-05 3.914e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.32669e-10 2.90098e-10 1.25593e-11 2.41652e-11 1.48697e-09 3.59561e-09 2.39458e-12 5.22142e-10 8.09338e-12 0 0 0 0 0 0 0 0 0.573754 0 0 0 0 0 
0.00031 1207.76 0.216213 101325 0.228237 0.0212096 0.00271004 0.117565 0.00176088 0.0496354 8.00732e-05 2.14311e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.28846e-09 2.74304e-09 5.51437e-11 8.38057e-11 1.15159e-08 8.74011e-08 1.42428e-11 3.32682e-09 7.84499e-11 0 0 0 0 0 0 0 0 0.5788 0 0 0 0 0 
0.00032 1718.45 0.157221 101325 0.0540805 0.0809986 0.019761 0.0333196 0.016275 0.196693 2.08314e-05 1.74857e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.49588e-07 3.21484e-08 2.40488e-10 5.8735e-11 8.64685e-08 9.02448e-06 8.20658e-10 5.60278e-08 2.36862e-09 0 0 0 0 0 0 0 0 0.59884 0 0 0 0 0 
0.00033 1951.52 0.141064 101325 0.0544198 0.0586483 0.0166926 0.0283138 0.0207582 0.21096 1.34662e-05 7.3339e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.95928e-08 2.92959e-08 5.13944e-10 1.60731e-10 7.85683e-08 2.37898e-05 1.95447e-09 6.38013e-08 3.90919e-09 0 0 0 0 0 0 0 0 0.610169 0 0 0 0 0 
0.00034 2082.3 0.13362 101325 0.0533224 0.0472491 0.0143939 0.0256112 0.0225591 0.220124 1.0396e-05 4.85277e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.41081e-08 2.56399e-08 7.05553e-10 2.56052e-10 7.03287e-08 3.50608e-05 2.81566e-09 6.75768e-08 4.56819e-09 0 0 0 0 0 0 0 0 0.616694 0 0 0 0 0 
0.00035 2172.17 0.129037 101325 0.0518872 0.0399585 0.0126875 0.0237135 0.0233873 0.227068 8.62287e-06 3.82009e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.36509e-08 2.27912e-08 8.49364e-10 3.44007e-10 6.34817e-08 4.4893e-05 3.65632e-09 7.13733e-08 4.98978e-09 0 0 0 0 0 0 0 0 0.621244 0 0 0 0 0 
0.00036 2239.79 0.125839 101325 0.0504223 0.0347765 0.0113635 0.0222532 0.0237494 0.232674 7.47006e-06 3.27678e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.99926e-08 2.07335e-08 9.70403e-10 4.2942e-10 5.78311e-08 5.43304e-05 4.57442e-09 7.56672e-08 5.35788e-09 0 0 0 0 0 0 0 0 0.624699 0 0 0 0 0 
0.00037 2293.38 0.123442 101325 0.0490157 0.030861 0.0103019 0.0210705 0.0238581 0.237365 6.67245e-06 2.95387e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.97046e-08 1.93278e-08 1.08488e-09 5.17336e-10 5.31138e-08 6.39125e-05 5.61875e-09 8.05852e-08 5.7436e-09 0 0 0 0 0 0 0 0 0.627456 0 0 0 0 0 
0.00038 2337.31 0.121561 101325 0.0476939 0.0277814 0.0094298 0.0200809 0.0238192 0.241385 6.09911e-06 2.74914e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.0106e-07 1.84452e-08 1.20334e-09 6.12273e-10 4.91249e-08 7.39137e-05 6.81658e-09 8.61259e-08 6.17749e-09 0 0 0 0 0 0 0 0 0.629729 0 0 0 0 0 
0.00039 2374.19 0.120038 101325 0.0464628 0.0252898 0.00870024 0.0192343 0.0236912 0.244887 5.67626e-06 2.61563e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.13102e-07 1.79803e-08 1.33253e-09 7.18024e-10 4.57137e-08 8.4462e-05 8.18333e-09 9.22316e-08 6.67263e-09 0 0 0 0 0 0 0 0 0.631644 0 0 0 0 0 
0.0004 2405.69 0.118775 101325 0.0453208 0.0232314 0.00808123 0.0184983 0.0235092 0.247972 5.35856e-06 2.52864e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.25271e-07 1.78488e-08 1.47661e-09 8.37595e-10 4.27689e-08 9.56029e-05 9.7265e-09 9.88188e-08 7.23361e-09 0 0 0 0 0 0 0 0 0.633285 0 0 0 0 0 
0.00041 2432.94 0.117709 101325 0.0442633 0.0215036 0.00755017 0.017851 0.023295 0.250716 5.11646e-06 2.47381e-07 7.23135e-31 3.04712e-32 2.86445e-32 2.22285e-33 2.23469e-32 1.40604e-33 -2.04322e-29 -1.03995e-29 1.33401e-32 2.06225e-32 9.5539e-34 2.78059e-35 3.94403e-35 -1.01248e-50 -3.72386e-49 -1.18455e-52 -3.29796e-52 -6.01271e-52 -1.12869e-52 -4.23046e-50 -1.04324e-50 -4.41335e-51 1.37233e-07 1.79828e-08 1.6378e-09 9.73202e-10 4.02067e-08 0.000107334 1.14477e-08 1.05793e-07 7.86059e-09 4.15742e-33 -6.13403e-32 -7.10165e-37 -2.56943e-37 1.08247e-35 -3.42371e-34 -1.21783e-32 -1.26568e-34 0.634708 0 -7.22345e-74 1.25154e-75 -9.74334e-54 -2.66938e-52 
0.00042 2456.76 0.116798 101325 0.0432851 0.020035 0.00709051 0.0172766 0.0230631 0.25317 4.92986e-06 2.44203e-07 -8.23687e-32 -2.28337e-32 -5.36429e-32 -3.18814e-33 4.59634e-33 4.65345e-33 4.69967e-31 -7.69271e-30 -4.08974e-33 -4.48855e-32 -2.6893e-34 -4.10347e-36 2.49546e-35 -1.03055e-50 -2.73762e-49 -1.30943e-51 -4.29683e-51 -2.66535e-51 -1.04709e-52 -1.76566e-49 -2.93036e-50 -3.73988e-50 1.48789e-07 1.83271e-08 1.81695e-09 1.1263e-09 3.79632e-08 0.000119627 1.33439e-08 1.13056e-07 8.55121e-09 3.65622e-34 2.53079e-32 2.79479e-37 3.84955e-37 2.4065e-35 2.52108e-34 5.04391e-33 1.07374e-33 0.635954 0 4.5028e-71 1.16991e-72 -6.53344e-54 -3.50514e-52 
0.00043 2477.73 0.116011 101325 0.0423808 0.0187744 0.0066898 0.0167633 0.022823 0.255378 4.78463e-06 2.42715e-07 -8.67212e-34 -6.91194e-34 -1.85339e-33 -4.94009e-34 -2.54523e-32 -5.66619e-32 6.85848e-31 -2.5108e-30 -7.47403e-34 -2.50358e-33 -1.86749e-34 -1.01739e-35 -2.45359e-35 8.33841e-53 2.61399e-51 -2.78013e-53 -4.52511e-53 -2.90264e-53 -1.70577e-54 3.90856e-52 3.31695e-53 9.61529e-53 1.59824e-07 1.88361e-08 2.01385e-09 1.2976e-09 3.59883e-08 0.00013244 1.54083e-08 1.20514e-07 9.30169e-09 2.12691e-35 1.47071e-33 -1.04583e-38 -5.03074e-38 -2.66297e-37 8.67832e-36 3.26038e-34 6.63086e-35 0.637053 0 1.83515e-73 -3.97791e-75 -8.89652e-55 -2.0569e-53 
0.00044 2496.31 0.115325 101325 0.0415453 0.0176834 0.00633846 0.0163024 0.0225813 0.25737 4.67058e-06 2.42481e-07 -9.94008e-32 4.07877e-32 1.24418e-31 2.39995e-32 1.18645e-30 1.3078e-30 -5.80888e-30 -8.01644e-30 2.28522e-32 1.60365e-31 2.3027e-33 7.04755e-34 1.12944e-33 -1.27314e-49 -4.467e-48 -2.01115e-50 -5.85891e-50 -4.75349e-50 -2.98268e-51 -6.53976e-49 -2.1538e-49 -9.35857e-50 1.70279e-07 1.94724e-08 2.22753e-09 1.48717e-09 3.42424e-08 0.000145723 1.76313e-08 1.28075e-07 1.01074e-08 -3.68288e-34 -4.01126e-33 1.56817e-36 1.83982e-36 1.91052e-34 -1.14798e-35 -6.75593e-34 -2.54739e-34 0.638028 0 1.22938e-69 2.56777e-71 -3.20935e-52 -9.41049e-51 
0.00045 2512.85 0.114723 101325 0.0407738 0.0167332 0.00602892 0.0158867 0.0223426 0.259174 4.58028e-06 2.43178e-07 3.93179e-32 1.01032e-32 4.5074e-32 4.86451e-33 1.96698e-31 -4.84771e-31 -4.39789e-30 -3.46146e-30 6.89177e-33 -4.55612e-32 5.94826e-33 2.95572e-34 1.61032e-34 -4.33197e-50 -1.49727e-48 -2.01199e-50 -1.00369e-49 -9.43225e-50 -2.3525e-51 -1.82226e-49 1.04893e-49 -7.72041e-50 1.80129e-07 2.0205e-08 2.45645e-09 1.69446e-09 3.26933e-08 0.000159427 2.00014e-08 1.35658e-07 1.09633e-08 1.60087e-34 -3.3754e-33 4.37246e-37 2.80533e-36 -7.63977e-35 -3.11132e-35 -5.75752e-34 -1.21225e-34 0.638896 0 2.18322e-69 2.66723e-71 5.93156e-52 8.49536e-52 
0.00046 2527.63 0.114192 101325 0.0400618 0.015901 0.00575513 0.0155107 0.0221101 0.26081 4.50816e-06 2.4456e-07 -5.22159e-31 -8.34958e-32 -3.74718e-31 -2.34031e-32 -2.74177e-30 -3.88066e-30 -1.75319e-29 -1.53859e-29 1.6161e-31 1.17881e-30 -2.85745e-32 -1.99059e-33 2.7145e-33 -1.86114e-49 -5.56108e-48 1.42873e-49 7.02643e-49 7.46583e-49 4.85688e-50 -2.85596e-48 -1.8965e-48 -1.99126e-49 1.89372e-07 2.10083e-08 2.6987e-09 1.91845e-09 3.13148e-08 0.000173501 2.25054e-08 1.43189e-07 1.1864e-08 -2.5458e-33 7.43202e-32 -1.4881e-35 6.76279e-36 2.23003e-33 1.2407e-33 1.64278e-32 3.27312e-33 0.639673 0 -1.8515e-68 -4.18865e-70 2.44341e-51 -1.04156e-49 
