TITLE     = "kinetics example 1: constant-pressure ignition"
VARIABLES = 
"time (s)"
"Temperature (K)"
"Density (kg/m3)"
"Pressure (Pa)"
"H2"
"H"
"O"
"O2"
"OH"
"H2O"
"HO2"
"H2O2"
"C"
"CH"
"CH2"
"CH2(S)"
"CH3"
"CH4"
"CO"
"CO2"
"HCO"
"CH2O"
"CH2OH"
"CH3O"
"CH3OH"
"C2H"
"C2H2"
"C2H3"
"C2H4"
"C2H5"
"C2H6"
"HCCO"
"CH2CO"
"HCCOH"
"N"
"NH"
"NH2"
"NH3"
"NNH"
"NO"
"NO2"
"N2O"
"HNO"
"CN"
"HCN"
"H2CN"
"HCNN"
"HCNO"
"HOCN"
"HNCO"
"NCO"
"N2"
"AR"
"C3H7"
"C3H8"
"CH2CHO"
"CH3CHO"
ZONE T="zone1"
 I=101,J=1,K=1,F=POINT
DT=(  SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE )
0.00047 2540.87 0.113721 101325 0.0394053 0.0151689 0.00551217 0.0151698 0.0218859 0.262296 4.45007e-06 2.46436e-07 -1.30926e-30 -3.13107e-31 -6.58276e-32 -1.4667e-31 -4.53329e-30 2.00188e-31 1.05361e-29 -1.81072e-29 -8.93628e-31 -4.59406e-30 -1.48244e-31 -4.21081e-33 -2.18064e-32 1.99702e-48 6.69787e-47 3.87443e-49 -6.04742e-49 -1.95978e-48 -6.97021e-50 2.04783e-47 7.25852e-48 3.78748e-48 1.98023e-07 2.18611e-08 2.95214e-09 2.15766e-09 3.0085e-08 0.0001879 2.51296e-08 1.50601e-07 1.28043e-08 1.27855e-33 -1.11546e-31 9.23619e-36 -7.33264e-35 -2.54271e-33 -3.67031e-33 6.07377e-33 -2.38986e-33 0.640369 0 5.51717e-68 1.5835e-69 1.98852e-50 4.63259e-49 
0.00048 2552.77 0.113303 101325 0.0388004 0.0145224 0.00529596 0.0148601 0.0216714 0.263648 4.40284e-06 2.48657e-07 1.79481e-33 3.96567e-33 -1.77442e-32 -1.39001e-33 -6.04167e-32 -2.74074e-32 1.1488e-29 -1.38374e-30 -1.99816e-32 -3.49399e-32 -1.27647e-33 -4.42206e-35 -6.14756e-35 -8.32524e-52 -6.01454e-50 5.64283e-50 2.69789e-50 -2.61474e-50 -2.63706e-51 5.005e-50 -9.38514e-50 -3.5441e-50 2.06108e-07 2.27462e-08 3.21454e-09 2.41034e-09 2.89856e-08 0.000202579 2.78599e-08 1.57841e-07 1.37791e-08 1.94588e-33 1.24064e-31 3.92965e-37 -1.80437e-37 -7.23919e-34 9.2086e-34 2.62594e-32 5.60927e-33 0.640994 0 2.68709e-69 1.42727e-70 1.60529e-52 -2.25722e-50 
0.00049 2563.49 0.11293 101325 0.0382434 0.0139497 0.00510311 0.0145784 0.0214676 0.264878 4.36408e-06 2.51104e-07 7.01188e-29 2.19729e-30 1.46459e-30 8.45399e-32 8.97079e-31 1.24675e-31 7.93685e-28 9.44765e-29 1.09965e-30 2.2511e-30 2.9436e-32 1.14743e-33 2.76065e-33 -1.50387e-49 -5.43387e-48 -4.86323e-52 -5.60203e-51 -4.27798e-51 -1.51435e-52 -7.81964e-49 -2.67278e-49 -1.14488e-49 2.13658e-07 2.36493e-08 3.48365e-09 2.67449e-09 2.80012e-08 0.000217501 3.06823e-08 1.64861e-07 1.47834e-08 1.02785e-31 1.50401e-30 8.68658e-36 1.51359e-34 1.72338e-33 1.01661e-32 2.18917e-31 1.02947e-31 0.641557 0 8.71788e-70 4.45083e-71 -1.03427e-52 -3.78864e-51 
0.0005 2573.14 0.112596 101325 0.0377311 0.0134409 0.00493075 0.0143219 0.021275 0.265999 4.33195e-06 2.53685e-07 -8.63683e-31 1.53013e-31 5.71017e-31 3.97259e-32 4.67523e-31 1.03608e-32 6.05885e-28 4.63486e-28 6.65156e-32 9.07592e-31 1.50241e-32 6.33434e-34 1.43415e-33 -5.16074e-49 -2.04572e-47 7.94628e-52 -8.14391e-51 -3.58903e-50 -2.80836e-51 -9.7683e-49 5.50201e-49 -2.93851e-49 2.20707e-07 2.45593e-08 3.75729e-09 2.94801e-09 2.71182e-08 0.00023263 3.35837e-08 1.71624e-07 1.58126e-08 8.80274e-33 5.1468e-32 8.80177e-37 1.56542e-35 3.58696e-34 -9.95927e-34 -1.77633e-32 1.89489e-32 0.642064 0 9.68882e-71 2.31585e-72 1.52194e-53 3.46203e-51 
0.00051 2581.86 0.112298 101325 0.0372603 0.012988 0.00477644 0.0140881 0.0210938 0.267019 4.30503e-06 2.56326e-07 8.85779e-32 -9.80566e-32 3.28024e-31 2.4277e-32 5.74012e-31 1.87503e-32 4.79165e-28 5.18885e-28 1.1229e-32 6.44799e-31 1.44178e-32 7.23171e-34 1.97973e-33 -4.32427e-49 -1.82968e-47 6.68326e-51 -2.25155e-50 -9.63587e-50 -4.5244e-51 2.13898e-48 1.03991e-48 -3.38071e-49 2.27291e-07 2.5467e-08 4.03344e-09 3.22875e-09 2.63254e-08 0.000247934 3.65513e-08 1.78103e-07 1.68625e-08 -6.11827e-33 -6.74482e-32 1.68943e-36 3.73308e-36 7.81414e-34 -6.87775e-34 -2.32277e-32 6.84187e-33 0.642521 0 4.45978e-70 -1.67382e-71 1.73082e-52 1.2778e-50 
0.00052 2589.73 0.112029 101325 0.0368281 0.0125838 0.00463809 0.0138748 0.0209239 0.267949 4.28224e-06 2.58971e-07 -3.3678e-31 4.50962e-31 -1.75351e-30 -1.34126e-31 -1.36565e-30 2.25853e-31 5.34856e-28 5.42354e-28 1.23157e-31 -2.1697e-30 -5.08248e-32 -2.1567e-33 -4.10799e-33 7.39375e-49 3.09434e-47 -1.87322e-49 -8.59198e-49 -1.75049e-49 -8.41405e-52 -1.9059e-47 -3.03682e-48 -1.18127e-47 2.33447e-07 2.63655e-08 4.31021e-09 3.51458e-09 2.56128e-08 0.000263387 3.95737e-08 1.84276e-07 1.79293e-08 8.83274e-33 -3.69879e-31 -7.19454e-36 -3.34251e-36 -4.32708e-33 1.77148e-32 -9.67828e-32 -3.45584e-32 0.642934 0 2.01563e-68 8.42678e-70 1.28976e-51 9.94556e-50 
0.00053 2596.85 0.111789 101325 0.0364316 0.0122227 0.00451388 0.0136803 0.0207651 0.268795 4.26274e-06 2.61576e-07 -2.68644e-30 -1.67692e-30 2.95221e-30 2.22357e-31 -2.53594e-30 -2.12911e-30 4.95044e-28 5.57817e-28 -6.07743e-31 1.95629e-30 1.56229e-32 -7.96693e-34 -1.10625e-32 3.57179e-48 1.3737e-46 8.42383e-49 4.60182e-48 2.20217e-48 5.30275e-50 1.46403e-47 -2.31714e-49 5.12003e-47 2.39211e-07 2.72495e-08 4.58595e-09 3.80349e-09 2.49715e-08 0.000278964 4.26401e-08 1.90129e-07 1.90094e-08 -4.92696e-32 -7.43788e-32 -6.78777e-36 -4.22591e-35 -1.31267e-32 -3.84495e-32 -6.3648e-32 -2.34916e-32 0.643307 0 -8.64226e-68 -3.04025e-69 -4.16639e-51 -5.20501e-49 
0.00054 2603.29 0.111572 101325 0.0360682 0.0118994 0.00440223 0.0135028 0.0206172 0.269567 4.24588e-06 2.64108e-07 1.81248e-29 1.97212e-30 -5.4524e-30 -5.10349e-31 1.54534e-29 4.29947e-30 4.45014e-28 5.64537e-28 3.95378e-31 -2.07991e-30 6.84145e-32 1.31652e-32 7.922e-32 -7.79028e-48 -3.60839e-46 -7.48062e-49 -6.43904e-48 -8.83212e-48 -2.29477e-49 3.79806e-46 4.39894e-47 2.46166e-47 2.44617e-07 2.81149e-08 4.8592e-09 4.09357e-09 2.43941e-08 0.000294645 4.57412e-08 1.95656e-07 2.00997e-08 2.27002e-31 -2.69302e-30 7.29843e-35 7.07882e-35 3.43092e-32 -2.09957e-31 -6.1466e-31 -1.4233e-32 0.643644 0 -4.56319e-68 -7.81477e-69 2.08955e-50 -8.24316e-49 
0.00055 2609.11 0.111377 101325 0.0357355 0.0116097 0.00430178 0.0133407 0.0204798 0.270269 4.23115e-06 2.66545e-07 -4.7204e-29 1.79052e-29 1.2083e-30 8.63412e-32 3.9835e-30 1.80354e-29 4.72276e-28 5.65882e-28 3.89927e-30 1.22906e-29 2.15621e-32 -1.17224e-33 8.24228e-33 4.82339e-48 2.11329e-46 -2.20761e-47 -1.24349e-46 -3.99489e-47 -8.13752e-49 1.29805e-45 4.12022e-46 -9.75453e-46 2.49698e-07 2.8959e-08 5.12872e-09 4.3831e-09 2.38738e-08 0.00031041 4.88685e-08 2.00853e-07 2.11976e-08 -2.7574e-31 9.66585e-30 -7.58931e-35 3.47831e-34 -1.54812e-31 2.60304e-31 2.98001e-31 6.80037e-31 0.643948 0 2.53768e-66 1.10597e-67 3.15215e-50 3.38684e-47 
0.00056 2614.39 0.111201 101325 0.0354311 0.0113498 0.00421132 0.0131927 0.0203523 0.270909 4.21816e-06 2.68868e-07 3.17192e-31 -2.10659e-31 1.71973e-31 2.6721e-32 5.99228e-31 3.12779e-31 4.85131e-28 5.70666e-28 -1.85008e-31 -2.18895e-32 1.57419e-32 6.0117e-34 1.28979e-33 -5.11515e-47 -1.91924e-45 -2.53093e-48 -2.72931e-48 5.7871e-49 7.54695e-50 -2.00382e-46 -1.32771e-47 -4.85211e-47 2.54483e-07 2.97798e-08 5.39349e-09 4.67054e-09 2.34047e-08 0.000326245 5.20148e-08 2.05724e-07 2.23007e-08 -6.06316e-32 -4.01397e-30 -1.16711e-35 -4.6572e-35 3.32425e-32 -4.08521e-32 -1.2814e-30 -2.14182e-31 0.644223 0 2.33843e-66 5.29954e-68 -2.15077e-50 1.3535e-48 
0.00057 2619.16 0.111042 101325 0.0351529 0.0111162 0.00412978 0.0130575 0.0202343 0.271491 4.20662e-06 2.71069e-07 -2.97085e-30 2.44218e-31 1.32582e-30 1.11357e-31 2.42854e-30 4.41881e-31 4.77829e-28 5.67917e-28 4.83211e-31 3.32708e-30 6.67741e-32 2.89831e-33 9.40261e-33 -2.85807e-46 -1.07052e-44 -1.49334e-49 -2.73529e-48 -3.3792e-48 -1.25297e-49 -1.50772e-45 -5.3842e-46 -5.19695e-46 2.59003e-07 3.05764e-08 5.6527e-09 4.95458e-09 2.29815e-08 0.000342136 5.51736e-08 2.10273e-07 2.3407e-08 -3.86436e-32 -3.41495e-31 7.63197e-36 3.62162e-35 4.81163e-32 -4.81684e-32 3.96759e-31 4.16458e-32 0.644471 0 6.79281e-66 2.80405e-67 4.41363e-51 4.75598e-48 
0.00058 2623.48 0.110899 101325 0.0348988 0.0109063 0.00405623 0.0129341 0.0201252 0.272021 4.19626e-06 2.73139e-07 5.62808e-31 7.67224e-33 -3.24956e-31 -2.56689e-32 -9.54434e-31 -1.82034e-31 4.82538e-28 5.70978e-28 -1.72694e-32 -1.06465e-30 -1.88759e-32 -1.03591e-33 -3.78167e-33 7.3254e-48 7.66218e-46 1.15142e-48 5.52254e-48 2.98241e-48 1.3123e-49 -2.47158e-46 -1.91248e-46 2.22617e-46 2.63281e-07 3.13481e-08 5.9057e-09 5.23408e-09 2.25994e-08 0.000358071 5.83394e-08 2.14509e-07 2.45147e-08 1.06355e-32 9.08972e-32 -4.97825e-36 -3.15495e-36 8.51441e-34 2.65297e-32 4.02184e-32 3.05428e-33 0.644696 0 -4.3444e-66 -2.08325e-67 2.35809e-50 -4.95804e-49 
0.00059 2627.4 0.11077 101325 0.0346669 0.0107174 0.00398983 0.0128213 0.0200246 0.272503 4.18691e-06 2.75076e-07 2.74763e-31 -7.36746e-32 -1.74504e-31 -1.7252e-32 -1.6384e-30 -4.78264e-31 4.8104e-28 5.73857e-28 -9.21102e-32 -1.1897e-30 -2.6568e-32 -1.52464e-33 -5.72411e-33 4.35514e-47 2.12804e-45 2.20451e-48 1.04747e-47 4.04915e-48 1.65464e-49 -5.98131e-47 -1.72475e-46 4.48236e-46 2.67342e-07 3.20949e-08 6.15204e-09 5.50812e-09 2.22544e-08 0.00037404 6.15078e-08 2.18444e-07 2.56224e-08 8.27156e-33 4.36231e-31 -6.92238e-36 -6.07061e-36 -1.39652e-32 4.01438e-32 4.52672e-32 1.57907e-32 0.644898 0 -4.83689e-66 -2.53297e-67 1.81253e-50 -1.4084e-48 
0.0006 2630.94 0.110654 101325 0.0344555 0.0105473 0.00392986 0.0127182 0.0199318 0.272941 4.17842e-06 2.76882e-07 5.94237e-32 -1.20507e-31 -5.082e-32 -5.48589e-33 -1.84075e-30 -5.87841e-31 4.80825e-28 5.75199e-28 -9.80063e-32 -1.21641e-30 -2.48604e-32 -1.60636e-33 -6.69524e-33 -8.41762e-48 1.79796e-46 3.21711e-48 1.77311e-47 6.3623e-48 2.21929e-49 -7.5872e-46 -3.99921e-46 5.856e-46 2.71209e-07 3.28172e-08 6.39139e-09 5.77595e-09 2.19428e-08 0.000390035 6.46749e-08 2.2209e-07 2.67289e-08 -1.02798e-33 1.96175e-31 -1.03632e-35 -5.76558e-36 -9.19453e-33 6.38904e-32 -6.67074e-32 1.84193e-33 0.645081 0 -8.31481e-66 -4.40649e-67 3.73594e-51 -3.15471e-48 
0.00061 2634.15 0.110549 101325 0.0342628 0.010394 0.00387564 0.012624 0.0198464 0.27334 4.17065e-06 2.78557e-07 4.4162e-32 -1.69688e-31 -2.37648e-32 2.82133e-34 -2.14076e-30 -7.03243e-31 4.80299e-28 5.76804e-28 -8.70928e-32 -1.54099e-30 -2.49566e-32 -1.82413e-33 -8.49932e-33 -6.93733e-47 -2.39029e-45 4.86721e-48 3.06212e-47 1.08039e-47 3.20726e-49 -2.03075e-45 -7.0714e-46 7.92732e-46 2.74899e-07 3.35156e-08 6.62358e-09 6.03701e-09 2.16611e-08 0.000406048 6.78373e-08 2.25461e-07 2.78332e-08 -4.47896e-33 1.56872e-31 -1.37351e-35 -5.4481e-36 -3.51967e-33 1.24947e-31 -1.19274e-31 -3.4156e-33 0.645246 0 -1.72576e-65 -9.1574e-67 -6.83089e-51 -7.28012e-48 
0.00062 2637.06 0.110454 101325 0.0340874 0.0102558 0.00382661 0.0125379 0.0197678 0.273702 4.16352e-06 2.80105e-07 1.33874e-31 -3.11681e-31 6.37377e-32 1.06933e-32 -1.84081e-30 -8.24043e-31 4.7851e-28 5.78386e-28 -9.95299e-32 -1.31167e-30 -1.65657e-32 -1.4493e-33 -7.51949e-33 -1.26522e-46 -4.98082e-45 6.73033e-48 4.62233e-47 1.36779e-47 3.60757e-49 -3.33084e-45 -1.01848e-45 1.17745e-45 2.78432e-07 3.41909e-08 6.84852e-09 6.29091e-09 2.14064e-08 0.000422073 7.09926e-08 2.28571e-07 2.89344e-08 -9.1095e-33 8.51576e-32 -1.24308e-35 -6.42016e-36 1.66976e-33 2.11833e-31 -1.15257e-31 -1.07436e-32 0.645395 0 -2.62585e-65 -1.4151e-66 -1.19822e-50 -1.39611e-47 
0.00063 2639.69 0.110368 101325 0.0339278 0.0101311 0.00378223 0.0124592 0.0196955 0.274031 4.15694e-06 2.81532e-07 5.75318e-31 -6.38908e-31 2.20317e-31 3.41926e-32 -1.89699e-30 -1.03287e-30 4.78293e-28 5.79735e-28 -1.49163e-31 -2.23809e-30 -5.7445e-33 -1.31957e-33 -9.69652e-33 -2.71791e-46 -1.15401e-44 1.37923e-47 1.06038e-46 3.0258e-47 7.068e-49 -8.68744e-45 -2.13122e-45 2.04385e-45 2.81822e-07 3.4844e-08 7.06624e-09 6.53737e-09 2.11761e-08 0.000438105 7.41386e-08 2.31436e-07 3.00321e-08 -1.57066e-32 -7.32692e-32 -1.5192e-35 -8.86184e-36 6.04865e-33 5.72673e-31 -2.55586e-31 -3.31676e-32 0.64553 0 -7.44595e-65 -4.10263e-66 6.79026e-51 -3.44881e-47 
0.00064 2642.07 0.11029 101325 0.0337827 0.0100185 0.00374205 0.0123872 0.0196291 0.27433 4.15085e-06 2.82843e-07 1.5981e-30 -1.16415e-30 7.31186e-31 1.01055e-31 6.87029e-32 -1.60952e-31 4.76093e-28 5.80881e-28 -1.72261e-31 -4.8264e-30 4.69601e-32 6.76894e-34 -9.60654e-33 -4.49262e-46 -2.06084e-44 2.65707e-47 2.3819e-46 7.27696e-47 1.51512e-48 -2.18191e-44 -3.91543e-45 1.47727e-45 2.85085e-07 3.54761e-08 7.27684e-09 6.77625e-09 2.09678e-08 0.00045414 7.72736e-08 2.34071e-07 3.11256e-08 -2.22131e-32 -5.9912e-31 -8.60434e-36 -5.90816e-36 1.85778e-32 1.4387e-30 -6.47546e-31 -7.82996e-32 0.645651 0 -2.1819e-64 -1.22428e-65 8.5468e-50 -7.10129e-47 
0.00065 2644.23 0.11022 101325 0.0336508 0.00991691 0.00370563 0.0123213 0.0195681 0.274602 4.14518e-06 2.84044e-07 2.15733e-30 -1.09955e-30 1.58738e-30 1.85394e-31 6.71024e-30 3.32106e-30 4.66627e-28 5.82814e-28 -2.27023e-31 -7.2521e-30 1.54848e-31 6.33349e-33 5.45076e-33 -3.52726e-46 -1.63844e-44 5.2134e-47 3.67744e-46 1.08214e-46 2.13942e-48 -3.4282e-44 -5.43959e-45 -7.16326e-45 2.88233e-07 3.60881e-08 7.48048e-09 7.00751e-09 2.07793e-08 0.000470172 8.03963e-08 2.3649e-07 3.22146e-08 -3.04877e-32 -2.3345e-30 2.72577e-35 1.19354e-35 7.06437e-32 2.00049e-30 -1.06757e-30 -1.40445e-31 0.64576 0 -4.0264e-64 -2.29135e-65 8.71956e-50 -9.51081e-47 
0.00066 2646.18 0.110157 101325 0.033531 0.00982509 0.00367262 0.0122609 0.0195121 0.274849 4.1399e-06 2.85143e-07 4.74388e-30 -1.20608e-30 2.16966e-30 2.42403e-31 1.68791e-29 8.10382e-30 4.54364e-28 5.83995e-28 -3.09151e-31 -1.38614e-29 2.89278e-31 1.45863e-32 3.45542e-32 2.36442e-46 5.76245e-45 8.02756e-47 6.85591e-46 1.82228e-46 3.29537e-48 -6.40339e-44 -6.98548e-45 -2.96099e-44 2.91277e-07 3.66813e-08 7.67736e-09 7.23122e-09 2.06086e-08 0.000486199 8.35056e-08 2.38709e-07 3.32988e-08 3.05997e-32 -3.47032e-30 1.02939e-34 2.78237e-35 8.32449e-32 3.40393e-30 -1.66312e-30 -1.82667e-31 0.645858 0 -8.81041e-64 -5.11549e-65 1.10985e-49 -1.76104e-46 
0.00067 2647.95 0.1101 101325 0.0334223 0.0097421 0.00364268 0.0122056 0.0194607 0.275073 4.13496e-06 2.86144e-07 1.35871e-29 -6.29937e-31 5.37837e-31 9.7609e-32 3.48355e-29 1.70355e-29 4.35219e-28 5.85265e-28 -5.55718e-31 -3.67567e-29 4.35412e-31 2.72584e-32 9.96164e-32 1.11335e-45 4.51017e-44 1.60424e-46 1.73298e-45 3.92081e-46 6.91429e-48 -1.98236e-43 -2.40786e-44 -9.93262e-44 2.94229e-07 3.72568e-08 7.86773e-09 7.44748e-09 2.04541e-08 0.000502219 8.6601e-08 2.40741e-07 3.4378e-08 3.75477e-31 -8.39292e-31 2.60681e-34 4.40576e-35 3.56413e-33 1.12245e-29 -5.83779e-30 -3.06089e-31 0.645946 0 -2.70338e-63 -1.60467e-64 -8.6619e-49 -6.48118e-46 
0.00068 2649.55 0.110048 101325 0.0333237 0.00966706 0.0036155 0.0121549 0.0194136 0.275276 4.13032e-06 2.87055e-07 3.21329e-29 -3.21016e-30 -2.76356e-30 -2.97131e-31 5.3607e-29 2.72063e-29 4.89734e-28 5.8988e-28 -1.79657e-30 -1.23321e-28 4.7199e-31 3.8568e-32 1.56477e-31 8.88988e-45 3.83965e-43 3.71101e-46 4.39765e-45 1.22823e-45 2.21167e-47 -4.62449e-43 -2.37091e-44 -3.69308e-43 2.97097e-07 3.78157e-08 8.05186e-09 7.65649e-09 2.03142e-08 0.000518228 8.96818e-08 2.42601e-07 3.54522e-08 7.21171e-31 -1.42678e-29 4.86585e-34 -5.57432e-35 -7.59133e-32 1.84659e-29 -1.1914e-29 -8.06995e-31 0.646026 0 -7.61455e-63 -4.55279e-64 -1.53271e-48 -1.16405e-45 
0.00069 2651 0.110002 101325 0.0332344 0.00959919 0.00359081 0.0121085 0.0193702 0.275461 4.12597e-06 2.87883e-07 -1.17393e-30 2.55833e-31 8.53904e-32 -2.17004e-32 -2.21262e-30 -1.07925e-30 4.67425e-28 5.83166e-28 8.43872e-32 2.71307e-30 -3.88891e-32 -1.644e-33 -2.55981e-33 2.5244e-46 8.04777e-45 1.02437e-46 1.33467e-46 -5.42928e-47 -1.28364e-48 1.04894e-45 5.2467e-45 5.56448e-45 2.99889e-07 3.83591e-08 8.23004e-09 7.85847e-09 2.01874e-08 0.000534224 9.27477e-08 2.443e-07 3.65212e-08 2.31524e-32 3.09777e-30 5.01988e-37 2.74832e-35 4.70633e-33 9.03136e-31 6.29951e-31 2.32329e-31 0.646097 0 8.47719e-65 3.48546e-66 2.98108e-48 1.05502e-46 
0.0007 2652.31 0.109959 101325 0.0331534 0.00953779 0.00356837 0.0120658 0.0193305 0.275628 4.12186e-06 2.88633e-07 -2.29077e-29 2.32516e-30 5.46763e-30 4.31336e-31 9.81026e-30 9.68408e-30 3.66256e-28 5.83607e-28 1.7036e-29 8.18219e-29 2.72926e-31 1.31855e-32 5.53222e-32 -3.4164e-45 -1.12185e-43 6.27677e-49 -1.23238e-45 -5.0636e-46 -1.80988e-47 -4.6447e-44 -1.927e-44 1.2613e-43 3.02613e-07 3.8888e-08 8.40256e-09 8.05368e-09 2.00725e-08 0.000550206 9.57986e-08 2.45853e-07 3.75851e-08 -4.13209e-31 -7.52063e-30 -3.3976e-36 3.78747e-34 1.9128e-32 2.08924e-29 -1.11023e-29 -1.54223e-30 0.646161 0 1.49322e-63 7.73354e-65 -5.28891e-48 -1.3669e-46 
0.00071 2653.5 0.109921 101325 0.0330801 0.00948221 0.00354797 0.0120266 0.0192939 0.27578 4.11798e-06 2.89311e-07 6.96901e-32 5.64276e-32 4.36456e-32 1.48089e-32 1.09035e-30 6.10233e-31 4.5863e-28 5.9212e-28 4.21143e-31 -2.53069e-31 2.1775e-32 9.36103e-34 2.11349e-33 6.1281e-47 4.01261e-45 -2.67535e-47 -4.33141e-47 1.32458e-47 1.83121e-49 -9.5448e-46 -1.08752e-45 -2.00629e-45 3.05275e-07 3.94035e-08 8.56974e-09 8.24241e-09 1.99684e-08 0.000566173 9.88344e-08 2.4727e-07 3.86438e-08 2.22021e-32 9.29157e-31 2.85705e-36 6.10435e-36 -1.64445e-32 -4.68552e-32 6.05301e-31 -8.81505e-33 0.646218 0 -4.88031e-65 -1.96341e-66 -4.1776e-49 1.76844e-48 
0.00072 2654.57 0.109887 101325 0.0330138 0.00943189 0.00352941 0.0119906 0.0192604 0.275918 4.11431e-06 2.89923e-07 -2.4749e-31 3.43337e-32 1.26353e-31 1.71228e-32 1.04794e-30 5.84989e-31 4.76308e-28 5.77985e-28 4.61906e-31 1.87885e-30 2.02053e-32 9.63779e-34 2.93805e-33 -1.0221e-46 -3.26301e-45 -2.40877e-47 -7.53315e-47 -9.31248e-49 -1.99094e-49 -2.47948e-45 -1.27469e-45 4.12305e-45 3.07882e-07 3.99065e-08 8.73187e-09 8.42496e-09 1.9874e-08 0.000582122 1.01855e-07 2.48562e-07 3.96976e-08 -5.24516e-32 -3.53518e-30 -3.2954e-36 5.83507e-36 9.97991e-32 8.81984e-31 -9.82885e-31 -2.23119e-31 0.646269 0 5.69664e-65 3.37249e-66 -2.09714e-49 1.12112e-47 
0.00073 2655.54 0.109856 101325 0.0329538 0.00938632 0.0035125 0.0119574 0.0192295 0.276043 4.11083e-06 2.90474e-07 -3.51221e-32 -1.8607e-33 1.71246e-32 1.47202e-33 1.28022e-31 7.73284e-32 4.65329e-28 5.88388e-28 2.02534e-33 3.98818e-31 1.6453e-33 1.04464e-34 4.57395e-34 -2.79996e-47 -1.35349e-45 -3.84425e-49 -9.77446e-48 -1.21024e-48 -3.65736e-50 -5.35675e-46 -1.54307e-46 1.38744e-45 3.10438e-07 4.03979e-08 8.88927e-09 8.60165e-09 1.97884e-08 0.000598053 1.04861e-07 2.49739e-07 4.07464e-08 1.11262e-34 5.63264e-32 2.31881e-36 1.45285e-37 -1.21025e-32 2.72576e-31 -1.21301e-31 -6.39188e-33 0.646314 0 1.90946e-65 1.14081e-66 2.56461e-50 9.74882e-49 
0.00074 2656.41 0.109828 101325 0.0328996 0.00934504 0.00349709 0.0119268 0.0192011 0.276156 4.10751e-06 2.90969e-07 -4.9535e-33 -6.43402e-33 -1.73576e-32 -2.57825e-33 -1.29404e-31 -6.81945e-32 4.6619e-28 5.88911e-28 -2.13007e-32 -4.72187e-32 -2.6408e-33 -1.17298e-34 -3.13896e-34 9.81027e-49 -4.09527e-48 1.48108e-48 2.30202e-48 5.59821e-50 4.2825e-51 1.78573e-46 1.13746e-46 -2.30719e-46 3.12949e-07 4.08785e-08 9.04221e-09 8.77279e-09 1.97108e-08 0.000613964 1.07852e-07 2.50812e-07 4.17903e-08 -2.07427e-33 -1.28108e-31 -1.0617e-36 -6.92922e-37 3.57688e-33 -8.14387e-32 -1.4176e-32 -1.57482e-33 0.646355 0 -1.29366e-66 -6.91616e-68 2.16701e-50 -9.90462e-49 
0.00075 2657.21 0.109803 101325 0.0328507 0.00930763 0.00348304 0.0118986 0.019175 0.276259 4.10436e-06 2.91412e-07 3.11722e-33 3.34345e-34 -2.12708e-33 -1.15116e-34 -1.74468e-32 -1.15504e-32 4.64628e-28 5.9003e-28 -1.01709e-33 -5.43974e-32 -1.65461e-34 -1.34579e-35 -6.4843e-35 7.3166e-48 3.28085e-46 1.74049e-49 1.45133e-48 1.88224e-49 6.31134e-51 1.43895e-46 4.31926e-47 -3.23467e-46 3.15417e-07 4.13492e-08 9.19099e-09 8.93871e-09 1.96403e-08 0.000629856 1.10829e-07 2.51789e-07 4.28295e-08 1.0949e-33 7.42318e-32 -1.93723e-37 8.89807e-39 -8.64607e-34 -7.34031e-32 6.58351e-32 6.78859e-33 0.646391 0 -3.4965e-66 -2.1501e-67 -4.11047e-52 -1.64089e-49 
0.00076 2657.92 0.10978 101325 0.0328066 0.00927372 0.00347021 0.0118726 0.019151 0.276352 4.10134e-06 2.91809e-07 1.08022e-33 1.18225e-33 4.02812e-33 4.80034e-34 2.63598e-32 1.35185e-32 4.64186e-28 5.90518e-28 2.66948e-33 -1.71244e-32 4.88422e-34 2.31629e-35 6.05527e-35 3.12213e-48 1.63295e-46 -1.57722e-49 2.45146e-50 4.58067e-50 -1.99305e-52 8.00718e-48 -6.52858e-48 -9.1162e-47 3.17848e-07 4.18107e-08 9.33588e-09 9.0997e-09 1.95764e-08 0.000645726 1.13791e-07 2.52677e-07 4.3864e-08 -1.23164e-34 -8.94329e-33 1.13047e-37 1.30416e-37 6.87696e-35 -8.47335e-33 -5.48705e-33 -1.85556e-33 0.646423 0 -1.45279e-66 -9.42481e-68 -2.73291e-51 1.26888e-49 
